8.093422014799999715e+02 9.368421100799999977e+02
8.093422014799999715e+02 9.368421100799999977e+02
8.137822106999999505e+02 9.405041774699999451e+02
8.137822106999999505e+02 9.405041774699999451e+02
8.137822106999999505e+02 9.405041774699999451e+02
8.137822106999999505e+02 9.405041774699999451e+02
8.158001871899999742e+02 9.412104640100000097e+02
8.158001871899999742e+02 9.412104640100000097e+02
8.158001871899999742e+02 9.412104640100000097e+02
8.158001871899999742e+02 9.412104640100000097e+02
8.169439481499999829e+02 9.424581460900000138e+02
8.169439481499999829e+02 9.424581460900000138e+02
8.169439481499999829e+02 9.424581460900000138e+02
8.169439481499999829e+02 9.424581460900000138e+02
8.203984875600000350e+02 9.462262297900000476e+02
8.203984875600000350e+02 9.462262297900000476e+02
8.203984875600000350e+02 9.462262297900000476e+02
8.203984875600000350e+02 9.462262297900000476e+02
8.245863413800000217e+02 9.491863057799999979e+02
8.245863413800000217e+02 9.491863057799999979e+02
8.245863413800000217e+02 9.491863057799999979e+02
8.245863413800000217e+02 9.491863057799999979e+02
8.277875730499999918e+02 9.506450776499999620e+02
8.277875730499999918e+02 9.506450776499999620e+02
8.277875730499999918e+02 9.506450776499999620e+02
8.277875730499999918e+02 9.506450776499999620e+02
8.297927689199999577e+02 9.504999861600000486e+02
8.297927689199999577e+02 9.504999861600000486e+02
8.297927689199999577e+02 9.504999861600000486e+02
8.297927689199999577e+02 9.504999861600000486e+02
8.412403306100000009e+02 9.504643680299999460e+02
8.412403306100000009e+02 9.504643680299999460e+02
8.412403306100000009e+02 9.504643680299999460e+02
8.412403306100000009e+02 9.504643680299999460e+02
8.451899620100000448e+02 9.505400041799999826e+02
8.451899620100000448e+02 9.505400041799999826e+02
8.451899620100000448e+02 9.505400041799999826e+02
8.451899620100000448e+02 9.505400041799999826e+02
8.454251464200000328e+02 9.505447183400000313e+02
8.454251464200000328e+02 9.505447183400000313e+02
8.454251464200000328e+02 9.505447183400000313e+02
8.454251464200000328e+02 9.505447183400000313e+02
8.469279171599999927e+02 9.505735271199999943e+02
8.469279171599999927e+02 9.505735271199999943e+02
8.469279171599999927e+02 9.505735271199999943e+02
8.469279171599999927e+02 9.505735271199999943e+02
8.482754347600000528e+02 9.505994026399999939e+02
8.482754347600000528e+02 9.505994026399999939e+02
8.482754347600000528e+02 9.505994026399999939e+02
8.482754347600000528e+02 9.505994026399999939e+02
8.528397931499999913e+02 9.506870860899999798e+02
8.528397931499999913e+02 9.506870860899999798e+02
